date,store,menu,sales,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Holiday,담하,미라시아,느티나무 셀프BBQ,라그로타,연회장,카페테리아,포레스트릿,화담숲주막,화담숲카페
2023-04-29,미라시아,스프라이트,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-04-30,미라시아,스프라이트,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-05-01,미라시아,스프라이트,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-02,미라시아,스프라이트,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-03,미라시아,스프라이트,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-04,미라시아,스프라이트,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-05,미라시아,스프라이트,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
2023-05-06,미라시아,스프라이트,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-05-07,미라시아,스프라이트,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-05-08,미라시아,스프라이트,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-09,미라시아,스프라이트,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-10,미라시아,스프라이트,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-11,미라시아,스프라이트,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-12,미라시아,스프라이트,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-13,미라시아,스프라이트,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-05-14,미라시아,스프라이트,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-05-15,미라시아,스프라이트,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-16,미라시아,스프라이트,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-17,미라시아,스프라이트,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-18,미라시아,스프라이트,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-19,미라시아,스프라이트,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-20,미라시아,스프라이트,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-05-21,미라시아,스프라이트,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-05-22,미라시아,스프라이트,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-23,미라시아,스프라이트,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-24,미라시아,스프라이트,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-25,미라시아,스프라이트,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-26,미라시아,스프라이트,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-27,미라시아,스프라이트,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
2023-05-28,미라시아,스프라이트,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-05-29,미라시아,스프라이트,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2023-05-30,미라시아,스프라이트,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-31,미라시아,스프라이트,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-06-01,미라시아,스프라이트,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-06-02,미라시아,스프라이트,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-06-03,미라시아,스프라이트,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-06-04,미라시아,스프라이트,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-06-05,미라시아,스프라이트,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-06-06,미라시아,스프라이트,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2023-06-07,미라시아,스프라이트,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-06-08,미라시아,스프라이트,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-06-09,미라시아,스프라이트,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-06-10,미라시아,스프라이트,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-06-11,미라시아,스프라이트,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-06-12,미라시아,스프라이트,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-06-13,미라시아,스프라이트,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-06-14,미라시아,스프라이트,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-06-15,미라시아,스프라이트,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-06-16,미라시아,스프라이트,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-06-17,미라시아,스프라이트,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-06-18,미라시아,스프라이트,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-06-19,미라시아,스프라이트,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-06-20,미라시아,스프라이트,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-06-21,미라시아,스프라이트,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-06-22,미라시아,스프라이트,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-06-23,미라시아,스프라이트,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-06-24,미라시아,스프라이트,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-06-25,미라시아,스프라이트,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-06-26,미라시아,스프라이트,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-06-27,미라시아,스프라이트,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-06-28,미라시아,스프라이트,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-06-29,미라시아,스프라이트,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-06-30,미라시아,스프라이트,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-07-01,미라시아,스프라이트,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-07-02,미라시아,스프라이트,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-07-03,미라시아,스프라이트,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-07-04,미라시아,스프라이트,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-07-05,미라시아,스프라이트,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-07-06,미라시아,스프라이트,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-07-07,미라시아,스프라이트,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-07-08,미라시아,스프라이트,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-07-09,미라시아,스프라이트,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-07-10,미라시아,스프라이트,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-07-11,미라시아,스프라이트,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-07-12,미라시아,스프라이트,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-07-13,미라시아,스프라이트,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-07-14,미라시아,스프라이트,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-07-15,미라시아,스프라이트,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-07-16,미라시아,스프라이트,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-07-17,미라시아,스프라이트,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-07-18,미라시아,스프라이트,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-07-19,미라시아,스프라이트,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-07-20,미라시아,스프라이트,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-07-21,미라시아,스프라이트,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-07-22,미라시아,스프라이트,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-07-23,미라시아,스프라이트,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-07-24,미라시아,스프라이트,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-07-25,미라시아,스프라이트,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-07-26,미라시아,스프라이트,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-07-27,미라시아,스프라이트,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-07-28,미라시아,스프라이트,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-07-29,미라시아,스프라이트,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-07-30,미라시아,스프라이트,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-07-31,미라시아,스프라이트,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-08-01,미라시아,스프라이트,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-08-02,미라시아,스프라이트,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-08-03,미라시아,스프라이트,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-08-04,미라시아,스프라이트,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-08-05,미라시아,스프라이트,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-08-06,미라시아,스프라이트,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-08-07,미라시아,스프라이트,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-08-08,미라시아,스프라이트,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-08-09,미라시아,스프라이트,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-08-10,미라시아,스프라이트,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-08-11,미라시아,스프라이트,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-08-12,미라시아,스프라이트,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-08-13,미라시아,스프라이트,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-08-14,미라시아,스프라이트,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-08-15,미라시아,스프라이트,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2023-08-16,미라시아,스프라이트,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-08-17,미라시아,스프라이트,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-08-18,미라시아,스프라이트,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-08-19,미라시아,스프라이트,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-08-20,미라시아,스프라이트,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-08-21,미라시아,스프라이트,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-08-22,미라시아,스프라이트,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-08-23,미라시아,스프라이트,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-08-24,미라시아,스프라이트,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-08-25,미라시아,스프라이트,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-08-26,미라시아,스프라이트,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-08-27,미라시아,스프라이트,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-08-28,미라시아,스프라이트,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-08-29,미라시아,스프라이트,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-08-30,미라시아,스프라이트,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-08-31,미라시아,스프라이트,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-09-01,미라시아,스프라이트,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-09-02,미라시아,스프라이트,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-09-03,미라시아,스프라이트,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-09-04,미라시아,스프라이트,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-09-05,미라시아,스프라이트,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-09-06,미라시아,스프라이트,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-09-07,미라시아,스프라이트,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-09-08,미라시아,스프라이트,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-09-09,미라시아,스프라이트,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-09-10,미라시아,스프라이트,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-09-11,미라시아,스프라이트,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-09-12,미라시아,스프라이트,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-09-13,미라시아,스프라이트,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-09-14,미라시아,스프라이트,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-09-15,미라시아,스프라이트,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-09-16,미라시아,스프라이트,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-09-17,미라시아,스프라이트,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-09-18,미라시아,스프라이트,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-09-19,미라시아,스프라이트,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-09-20,미라시아,스프라이트,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-09-21,미라시아,스프라이트,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-09-22,미라시아,스프라이트,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-09-23,미라시아,스프라이트,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-09-24,미라시아,스프라이트,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-09-25,미라시아,스프라이트,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-09-26,미라시아,스프라이트,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-09-27,미라시아,스프라이트,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-09-28,미라시아,스프라이트,6,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2023-09-29,미라시아,스프라이트,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
2023-09-30,미라시아,스프라이트,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
2023-10-01,미라시아,스프라이트,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-10-02,미라시아,스프라이트,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2023-10-03,미라시아,스프라이트,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2023-10-04,미라시아,스프라이트,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-10-05,미라시아,스프라이트,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-10-06,미라시아,스프라이트,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-10-07,미라시아,스프라이트,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-10-08,미라시아,스프라이트,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-10-09,미라시아,스프라이트,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2023-10-10,미라시아,스프라이트,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-10-11,미라시아,스프라이트,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-10-12,미라시아,스프라이트,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-10-13,미라시아,스프라이트,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-10-14,미라시아,스프라이트,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-10-15,미라시아,스프라이트,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-10-16,미라시아,스프라이트,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-10-17,미라시아,스프라이트,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-10-18,미라시아,스프라이트,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-10-19,미라시아,스프라이트,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-10-20,미라시아,스프라이트,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-10-21,미라시아,스프라이트,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-10-22,미라시아,스프라이트,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-10-23,미라시아,스프라이트,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-10-24,미라시아,스프라이트,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-10-25,미라시아,스프라이트,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-10-26,미라시아,스프라이트,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-10-27,미라시아,스프라이트,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-10-28,미라시아,스프라이트,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-10-29,미라시아,스프라이트,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-10-30,미라시아,스프라이트,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-10-31,미라시아,스프라이트,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-11-01,미라시아,스프라이트,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-11-02,미라시아,스프라이트,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-11-03,미라시아,스프라이트,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-11-04,미라시아,스프라이트,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-11-05,미라시아,스프라이트,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-11-06,미라시아,스프라이트,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-11-07,미라시아,스프라이트,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-11-08,미라시아,스프라이트,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-11-09,미라시아,스프라이트,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-11-10,미라시아,스프라이트,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-11-11,미라시아,스프라이트,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-11-12,미라시아,스프라이트,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-11-13,미라시아,스프라이트,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-11-14,미라시아,스프라이트,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-11-15,미라시아,스프라이트,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-11-16,미라시아,스프라이트,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-11-17,미라시아,스프라이트,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-11-18,미라시아,스프라이트,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-11-19,미라시아,스프라이트,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-11-20,미라시아,스프라이트,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-11-21,미라시아,스프라이트,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-11-22,미라시아,스프라이트,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-11-23,미라시아,스프라이트,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-11-24,미라시아,스프라이트,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-11-25,미라시아,스프라이트,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-11-26,미라시아,스프라이트,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-11-27,미라시아,스프라이트,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-11-28,미라시아,스프라이트,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-11-29,미라시아,스프라이트,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-11-30,미라시아,스프라이트,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-12-01,미라시아,스프라이트,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-12-02,미라시아,스프라이트,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-12-03,미라시아,스프라이트,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-12-04,미라시아,스프라이트,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-12-05,미라시아,스프라이트,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-12-06,미라시아,스프라이트,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-12-07,미라시아,스프라이트,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-12-08,미라시아,스프라이트,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-12-09,미라시아,스프라이트,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-12-10,미라시아,스프라이트,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-12-11,미라시아,스프라이트,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-12-12,미라시아,스프라이트,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-12-13,미라시아,스프라이트,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-12-14,미라시아,스프라이트,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-12-15,미라시아,스프라이트,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-12-16,미라시아,스프라이트,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-12-17,미라시아,스프라이트,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-12-18,미라시아,스프라이트,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-12-19,미라시아,스프라이트,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-12-20,미라시아,스프라이트,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-12-21,미라시아,스프라이트,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-12-22,미라시아,스프라이트,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-12-23,미라시아,스프라이트,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-12-24,미라시아,스프라이트,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2023-12-25,미라시아,스프라이트,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2023-12-26,미라시아,스프라이트,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-12-27,미라시아,스프라이트,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-12-28,미라시아,스프라이트,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-12-29,미라시아,스프라이트,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023-12-30,미라시아,스프라이트,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-12-31,미라시아,스프라이트,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2024-01-01,미라시아,스프라이트,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2024-01-02,미라시아,스프라이트,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2024-01-03,미라시아,스프라이트,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2024-01-04,미라시아,스프라이트,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2024-01-05,미라시아,스프라이트,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2024-01-06,미라시아,스프라이트,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2024-01-07,미라시아,스프라이트,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2024-01-08,미라시아,스프라이트,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2024-01-09,미라시아,스프라이트,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2024-01-10,미라시아,스프라이트,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
